batting_team,bowling_team,venue,runs_left,ball_left,wicket_left,crr,rrr,result
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,79,87,9,9.09,5.45,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,79,86,9,8.82,5.51,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,75,85,9,9.26,5.29,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,74,84,9,9.17,5.29,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,74,83,9,8.92,5.35,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,73,83,9,9.08,5.28,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,72,82,9,9.0,5.27,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,72,81,9,8.77,5.33,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,72,80,9,8.55,5.4,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,71,79,9,8.49,5.39,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,70,78,9,8.43,5.38,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,69,77,9,8.37,5.38,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,65,76,9,8.73,5.13,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,64,75,9,8.67,5.12,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,64,74,9,8.48,5.19,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,60,73,9,8.81,4.93,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,58,72,9,8.88,4.83,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,58,71,9,8.69,4.9,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,58,71,9,8.69,4.9,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,57,70,9,8.64,4.89,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,53,69,9,8.94,4.61,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,53,68,9,8.77,4.68,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,52,67,9,8.72,4.66,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,51,66,9,8.67,4.64,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,51,65,9,8.51,4.71,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,50,64,9,8.46,4.69,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,46,63,9,8.74,4.38,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,45,62,9,8.69,4.35,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,44,61,9,8.64,4.33,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,44,60,9,8.5,4.4,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,43,59,9,8.46,4.37,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,42,59,9,8.56,4.27,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,41,58,9,8.52,4.24,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,37,57,9,8.76,3.89,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,36,56,9,8.72,3.86,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,35,55,9,8.68,3.82,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,34,54,9,8.64,3.78,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,33,53,9,8.6,3.74,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,32,52,9,8.56,3.69,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,30,51,9,8.61,3.53,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,29,50,9,8.57,3.48,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,29,49,9,8.45,3.55,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,29,48,9,8.33,3.62,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,28,47,9,8.3,3.57,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,27,46,9,8.27,3.52,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,26,45,9,8.24,3.47,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,25,44,9,8.21,3.41,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,24,43,9,8.18,3.35,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,19,42,9,8.46,2.71,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,18,41,9,8.43,2.63,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,17,41,9,8.51,2.49,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,17,40,9,8.4,2.55,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,16,39,9,8.37,2.46,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,15,38,9,8.34,2.37,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,14,37,9,8.31,2.27,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,14,36,9,8.21,2.33,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,13,35,9,8.19,2.23,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,12,34,9,8.16,2.12,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,8,33,9,8.34,1.45,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,6,32,9,8.39,1.12,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,2,31,9,8.56,0.39,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,1,30,9,8.53,0.2,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,1,29,9,8.44,0.21,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,-3,29,9,8.7,-0.62,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,165,119,10,0.0,8.32,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,164,118,10,3.0,8.34,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,164,117,10,2.0,8.41,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,163,116,10,3.0,8.43,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,159,115,10,7.2,8.3,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,114,10,10.0,8.16,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,113,10,8.57,8.23,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,112,10,7.5,8.3,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,111,10,6.67,8.38,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,110,10,6.0,8.45,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,109,10,5.45,8.53,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,154,108,10,5.5,8.56,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,154,107,10,5.08,8.64,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,150,106,10,6.43,8.49,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,149,105,10,6.4,8.51,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,148,104,10,6.38,8.54,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,144,103,10,7.41,8.39,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,143,102,10,7.33,8.41,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,143,101,10,6.95,8.5,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,142,100,10,6.9,8.52,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,141,99,10,6.86,8.55,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,140,98,10,6.82,8.57,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,139,97,10,6.78,8.6,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,138,96,10,6.75,8.62,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,134,95,10,7.44,8.46,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,133,94,10,7.38,8.49,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,129,93,10,8.0,8.32,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,129,92,10,7.71,8.41,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,128,91,10,7.66,8.44,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,128,90,10,7.4,8.53,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,128,89,9,7.16,8.63,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,89,9,7.35,8.56,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,88,9,7.12,8.66,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,87,9,6.91,8.76,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,126,86,9,6.88,8.79,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,125,85,9,6.86,8.82,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,125,84,9,6.67,8.93,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,124,83,9,6.65,8.96,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,124,82,9,6.47,9.07,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,120,81,9,6.92,8.89,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,120,80,9,6.75,9.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,120,79,9,6.59,9.11,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,119,78,9,6.57,9.15,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,117,77,9,6.7,9.12,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,116,76,9,6.68,9.16,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,115,75,9,6.67,9.2,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,114,74,9,6.65,9.24,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,113,73,9,6.64,9.29,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,111,72,9,6.75,9.25,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,105,71,9,7.35,8.87,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,99,70,9,7.92,8.49,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,98,69,9,7.88,8.52,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,98,68,9,7.73,8.65,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,97,67,9,7.7,8.69,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,97,66,8,7.56,8.82,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,96,65,8,7.53,8.86,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,95,65,8,7.64,8.77,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,91,64,8,7.93,8.53,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,90,63,8,7.89,8.57,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,90,62,8,7.76,8.71,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,89,61,8,7.73,8.75,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,89,60,7,7.6,8.9,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,88,59,7,7.57,8.95,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,87,58,7,7.55,9.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,87,57,7,7.43,9.16,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,86,56,7,7.41,9.21,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,86,55,7,7.29,9.38,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,85,54,7,7.27,9.44,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,84,53,7,7.25,9.51,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,80,52,7,7.5,9.23,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,79,51,7,7.48,9.29,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,78,50,7,7.46,9.36,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,72,49,7,7.86,8.82,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,71,48,7,7.83,8.88,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,71,47,7,7.73,9.06,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,67,46,7,7.95,8.74,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,63,45,7,8.16,8.4,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,63,44,7,8.05,8.59,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,62,43,7,8.03,8.65,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,61,42,7,8.0,8.71,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,60,41,7,7.97,8.78,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,59,40,7,7.95,8.85,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,59,39,7,7.85,9.08,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,59,38,6,7.76,9.32,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,59,37,6,7.66,9.57,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,58,36,6,7.64,9.67,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,58,35,6,7.55,9.94,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,56,34,6,7.6,9.88,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,55,35,6,7.76,9.43,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,54,34,6,7.74,9.53,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,53,33,6,7.72,9.64,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,49,32,6,7.91,9.19,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,48,31,6,7.89,9.29,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,47,30,6,7.87,9.4,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,46,29,6,7.85,9.52,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,42,28,6,8.02,9.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,41,27,6,8.0,9.11,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,41,26,6,7.91,9.46,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,40,25,6,7.89,9.6,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,39,24,6,7.88,9.75,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,33,23,6,8.16,8.61,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,32,22,6,8.14,8.73,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,31,21,6,8.12,8.86,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,30,20,6,8.1,9.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,29,19,6,8.08,9.16,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,29,18,6,8.0,9.67,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,23,17,6,8.27,8.12,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,22,16,6,8.25,8.25,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,21,15,6,8.23,8.4,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,20,14,6,8.21,8.57,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,16,13,6,8.36,7.38,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,10,12,6,8.61,5.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,9,11,6,8.59,4.91,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,5,10,6,8.73,3.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,4,9,6,8.7,2.67,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,4,8,5,8.62,3.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,7,5,8.65,1.71,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,6,5,8.58,2.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,5,5,8.56,1.2,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,0,4,5,8.53,0.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,0,3,5,8.46,0.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,0,2,5,8.39,0.0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,-1,1,5,8.37,-6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,109,119,10,6.0,5.5,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,105,118,10,15.0,5.34,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,105,117,10,10.0,5.38,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,116,10,9.0,5.38,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,115,10,7.2,5.43,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,114,10,6.0,5.47,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,113,10,5.14,5.52,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,112,9,4.5,5.57,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,104,111,9,4.0,5.62,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,102,110,9,4.8,5.56,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,98,109,9,6.55,5.39,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,94,108,9,8.0,5.22,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,94,107,8,7.38,5.27,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,94,106,8,6.86,5.32,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,93,105,8,6.8,5.31,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,93,104,8,6.38,5.37,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,93,103,8,6.0,5.42,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,92,102,8,6.0,5.41,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,92,101,8,5.68,5.47,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,92,100,8,5.4,5.52,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,91,99,8,5.43,5.52,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,90,98,8,5.45,5.51,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,90,97,8,5.22,5.57,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,89,96,8,5.25,5.56,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,89,95,8,5.04,5.62,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,89,94,7,4.85,5.68,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,89,93,7,4.67,5.74,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,88,92,7,4.71,5.74,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,88,91,7,4.55,5.8,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,87,90,7,4.6,5.8,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,86,89,7,4.65,5.8,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,86,88,7,4.5,5.86,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,86,87,7,4.36,5.93,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,86,86,7,4.24,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,85,85,7,4.29,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,84,84,7,4.33,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,84,83,7,4.22,6.07,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,84,82,7,4.11,6.15,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,84,81,7,4.0,6.22,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,79,80,7,4.65,5.92,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,79,79,7,4.54,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,78,78,7,4.57,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,77,77,7,4.6,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,77,77,7,4.6,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,76,7,4.64,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,75,7,4.53,6.08,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,74,7,4.43,6.16,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,73,7,4.34,6.25,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,72,7,4.25,6.33,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,71,7,4.16,6.42,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,70,7,4.08,6.51,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,76,69,7,4.0,6.61,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,75,68,7,4.04,6.62,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,75,67,7,3.96,6.72,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,75,66,7,3.89,6.82,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,75,65,7,3.82,6.92,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,73,65,7,4.04,6.74,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,73,64,7,3.96,6.84,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,63,7,4.0,6.86,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,62,7,3.93,6.97,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,61,7,3.86,7.08,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,60,7,3.8,7.2,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,59,7,3.74,7.32,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,59,7,3.74,7.32,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,72,58,7,3.68,7.45,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,66,57,7,4.19,6.95,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,66,56,7,4.12,7.07,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,65,55,7,4.15,7.09,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,61,54,7,4.45,6.78,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,61,53,7,4.39,6.91,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,57,52,7,4.68,6.58,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,56,51,7,4.7,6.59,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,55,50,7,4.71,6.6,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,50,49,7,5.07,6.12,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,49,48,7,5.08,6.12,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,48,47,7,5.1,6.13,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,47,46,7,5.11,6.13,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,46,45,7,5.12,6.13,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,45,47,7,5.34,5.74,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,45,46,7,5.27,5.87,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,45,45,7,5.2,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,44,44,7,5.21,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,43,43,7,5.22,6.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,43,42,7,5.15,6.14,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,42,41,7,5.16,6.15,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,42,40,6,5.1,6.3,1
